TAG,PF755_VFD_E_ENET:AOI,AS5_Enable,"Auto Speed 5 Enable From Logic","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,PID_Enable,"Pid Loop Enable From Logic","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,PID_SWM_Enable,"PID Software Manual Enable From Logic","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,Start_Permissive,"Drive Start Run Permissive$N From Logic$N (EStop Ok, Disconnect Ok, Drive Enabled, Safe Off Ok)","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,Reverse_Enable,"Drive Reverse Command From$NLogic","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_MM,"Manual Mode Bit","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,HMI_Jog,"HMI Control Jog On","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_MM_Bump,"","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_MM_Reverse,"HMI Popup$NReverse Toggle","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_MO,"Manual On Bit","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,HMI_MS,"Manual Speed Setpoint","REAL","","(RADIX := Float, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,HMI_SP_PID_SO,"HMI $NPID Set Output$N(0-100%)$N(0-200% If Drive Needs Overspeed)","REAL","","(RADIX := Float, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_ALM_ACK,"AOI Device Alarm Acknowledge","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_CLR_Fault,"AOI Device Clear Fault","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_PID_SWM,"HMI $NPID Loop$N.SWM Mode Selected","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_CommandSpeed,"Commanded Frequency Status","REAL","","(RADIX := Float, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,HMI_FeedbackSpeed,"Feedback Frequency Status","REAL","","(RADIX := Float, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,HMI_Direction_Status,"Motor Direction Status$N1 = Forward","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_Disconnect_OK,"Disconnect Off Status To HMI","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_Emulate,"Emulation Status$NTo HMI","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,Started,"Drive Started Status","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,Running,"Drive Started Status","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,ALM,"Drive & Motor Combined Alarm Bit","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,Faulted,"Drive Started Status","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,Module_Offline,"Module Communication$NStatus Offline","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,PID_Enabled,"PID Loop Enabled Status","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,PID_CV,"PID Control Variable","REAL","","(RADIX := Float, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,PID_Out,"PID Output Status","REAL","","(RADIX := Float, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,PID_PVMax,"PID Process Variable Max Status","DINT","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_DriveTempF,"Drive Current Temp (Degrees F)","REAL","","(RADIX := Float, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_LastFaultCode,"Drive Last$NFault Code","DINT","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_OutputCurrent,"Drive Output Current (Amps)","REAL","","(RADIX := Float, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Indicates Which Condition is Preventing the Drive From Starting or Running","DINT","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := false)"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Faulted",,"HMI_StartInhibits.0"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Alarm",,"HMI_StartInhibits.1"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Enable",,"HMI_StartInhibits.2"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Precharge",,"HMI_StartInhibits.3"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Stop",,"HMI_StartInhibits.4"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Database",,"HMI_StartInhibits.5"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Startup",,"HMI_StartInhibits.6"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Safety",,"HMI_StartInhibits.7"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Sleep",,"HMI_StartInhibits.8"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Profiler",,"HMI_StartInhibits.9"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"CommutNatCfg",,"HMI_StartInhibits.10"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.11"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.12"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.13"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.14"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.15"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.16"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.17"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.18"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.19"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.20"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.21"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.22"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.23"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.24"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.25"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.26"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.27"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.28"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.29"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.30"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_StartInhibits,"Reserved",,"HMI_StartInhibits.31"
TAG,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Digital Input Status$N0 = Condition False$N1 = Condition True","INT","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := false)"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Digital In 0",,"HMI_DigInStatus.0"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Digital In 1",,"HMI_DigInStatus.1"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Digital In 2",,"HMI_DigInStatus.2"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.3"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.4"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.5"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.6"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.7"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.8"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.9"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.10"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.11"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.12"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.13"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.14"
COMMENT,PF755_VFD_E_ENET:AOI,HMI_DigInStatus,"Reserved",,"HMI_DigInStatus.15"
TAG,PF755_VFD_E_ENET:AOI,HMI_ElapsedRunTime,"Accumulated Time Drive is Outputting Power in 10 Hour Increments","DINT","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_OutputPower,"Drive Output Power (kW)","REAL","","(RADIX := Float, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,HMI_ElapsedkWh,"Accumulated Output Energy of the Drive","REAL","","(RADIX := Float, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,Ref_FaultCodeList,"Tag containing List of Fault Codes (DINT) and their Descriptions (STRING)","DescList[1]","","(Usage := InOut, Constant := false, Required := true, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,HMI_ResetMeters,"","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,Config_HMI_Bump,"Configure Whether HMI Popup Allows Bump Control","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,PID_Control_Mode,"","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,Device_OK,"Device Energize Permissive OK and Not in Alarm State$Nfor Auto Control","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,Energize_OK,"Device Auto Command on, Device is OK and in correct state$Nfor Auto Control","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,PF755_VFD_E_ENET:AOI,Config_AI_PVMinRaw,"","REAL","","(RADIX := Float, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,Config_AI_PVMaxRaw,"","REAL","","(RADIX := Float, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,Config_AI_PVMinScaled,"","REAL","","(RADIX := Float, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,Config_AI_PVMaxScaled,"","REAL","","(RADIX := Float, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,PF755_VFD_E_ENET:AOI,ONS,"","BOOL[32]","","(RADIX := Decimal, Usage := Local, ExternalAccess := None)"
TAG,PF755_VFD_E_ENET:AOI,TMR_Off,"Device Output Timer On","TIMER","","(Usage := Local, ExternalAccess := None)"
TAG,PF755_VFD_E_ENET:AOI,TMR_On,"Device Output Timer Off","TIMER","","(Usage := Local, ExternalAccess := None)"
TAG,PF755_VFD_E_ENET:AOI,TMR_Alm,"Device Alarm Timer","TIMER","","(Usage := Local, ExternalAccess := None)"
TAG,PF755_VFD_E_ENET:AOI,PID_En,"PID Loop Enabled","BOOL","","(RADIX := Decimal, Usage := Local, ExternalAccess := None)"
TAG,PF755_VFD_E_ENET:AOI,PID,"Device PID Loop","PID","","(Usage := Local, ExternalAccess := None)"
COMMENT,PF755_VFD_E_ENET:AOI,PID,"0 = SP-PV$N1 = PV-SP",,"PID.CA"
TAG,PF755_VFD_E_ENET:AOI,PID_TMR_On,"PID Execute Timer (Should Be 5 x PV Update Rate)","TIMER","","(Usage := Local, ExternalAccess := None)"
TAG,PF755_VFD_E_ENET:AOI,MM_TMR_Bump,"","TIMER","","(Usage := Local, ExternalAccess := None)"
TAG,PF755_VFD_E_ENET:AOI,Module_Status,"Module Status","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := None)"
TAG,PF755_VFD_E_ENET:AOI,Module_Online,"Module Communication$NStatus Online","BOOL","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read Only)"
TAG,PF755_VFD_E_ENET:AOI,Emulation_Mode,"AOI Has Been$NConfigured for$NEmulation Mode","BOOL","","(RADIX := Decimal, Usage := Local, ExternalAccess := None)"
TAG,PF755_VFD_E_ENET:AOI,Wrk_FaultDescFSC,"FSC control for Fault Code List search","CONTROL","","(Usage := Local, ExternalAccess := None)"
TAG,PF755_VFD_E_ENET:AOI,HMI_LastFaultCode_Desc,"Description of Drive Fault (given LastFaultCode)","STRING_40","","(Usage := Local, ExternalAccess := Read Only)"
TAG,PF755_VFD_E_ENET:AOI,Stop_ALM,"","BOOL","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,PF755_VFD_E_ENET:AOI,Start_ALM,"","BOOL","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,PF755_VFD_E_ENET:AOI,Status,"Status to HMI","INT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,PF755_VFD_E_ENET:AOI,Status_ALM,"","INT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,SCP:AOI,Input,"","REAL","","(RADIX := Float, Usage := Input, ExternalAccess := Read/Write, Required := true, Visible := true)"
TAG,SCP:AOI,Input_Min,"","REAL","","(RADIX := Float, Usage := Input, ExternalAccess := Read/Write, Required := true, Visible := true)"
TAG,SCP:AOI,Input_Max,"","REAL","","(RADIX := Float, Usage := Input, ExternalAccess := Read/Write, Required := true, Visible := true)"
TAG,SCP:AOI,Scaled_Min,"","REAL","","(RADIX := Float, Usage := Input, ExternalAccess := Read/Write, Required := true, Visible := true)"
TAG,SCP:AOI,Scaled_Max,"","REAL","","(RADIX := Float, Usage := Input, ExternalAccess := Read/Write, Required := true, Visible := true)"
TAG,SCP:AOI,Output,"","REAL","","(RADIX := Float, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := true)"
TAG,SCP:AOI,Rate,"","REAL","","(RADIX := Float, Usage := Local, ExternalAccess := Read/Write)"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,T_DoW:AOI,Ref_DT,"Date/Time input","DateTime","","(Usage := InOut, Constant := false, Required := true, Visible := true)"
TAG,T_DoW:AOI,Out,"Returned Day of the Week (0=Sun, 1=Mon,... 6=Sat)","DINT","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := true)"
TAG,T_DoW:AOI,Sts_InvDate,"Cannot compute Day of Week because Date is INVALID","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := true)"
TAG,T_DoW:AOI,Wrk_G,"Intermediate variable, function of Month, Year","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,T_DoW:AOI,Wrk_F,"Intermediate variable, function of Month","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,T_DoW:AOI,Wrk_TValid,"AOI Backing Tag for valid Date check","T_Valid","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_DoW:AOI,Wrk_D,"Work register for computed day number","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,T_TtoS:AOI,Ref_DT,"Date/Time as DINTs to convert to STRING","DateTime","","(Usage := InOut, Constant := false, Required := true, Visible := true)"
TAG,T_TtoS:AOI,Ref_Out,"Date/Time as STRING for display","STRING","","(Usage := InOut, Constant := false, Required := true, Visible := true)"
TAG,T_TtoS:AOI,Cfg_ISODate,"1=use ISO date format YYYY-MM-DD; 0=use pretty date","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,T_TtoS:AOI,Cfg_DayFirst,"1=use ; 0=use","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,T_TtoS:AOI,Cfg_InclDoW,"Include name of the Day of the Week","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,T_TtoS:AOI,Cfg_12Hr,"1=12-hour with am/pm, 0=24-hour with leading zero","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,T_TtoS:AOI,Cfg_InclSec,"1=include seconds in output string","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,T_TtoS:AOI,Cfg_InclMicrosec,"1=include microseconds in output string","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := false)"
TAG,T_TtoS:AOI,Sts_InvDate,"0=OK, 1=Date supplied is not a valid Date","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := true)"
TAG,T_TtoS:AOI,Sts_InvTime,"0=OK, 1=Time supplied is not a valid Time","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := true)"
TAG,T_TtoS:AOI,Cfg_MonthNames,"Names of the Months of the Year","STRING_20[12]","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Cfg_DayNames,"Names of the Days of the Week","STRING_20[7]","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,DoW,"AOI to get Day of the Week for given Date","T_DoW","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Cfg_AMString,"Morning time string","STRING_8","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Cfg_PMString,"Afternoon time string","STRING_8","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Cfg_BadDateString,"Invalid Date String","STRING_20","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Cfg_BadTimeString,"Invalid Time String","STRING_20","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Wrk_DateString,"Date Building String","STRING","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Wrk_TimeString,"Time Building String","STRING","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Wrk_NullString,"Empty String for initialization","STRING","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Cfg_Space,"String containing one blank space","STRING_8","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Cfg_Colon,"String containing a colon () character","STRING_8","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Cfg_CommaSpace,"String containing a comma and following space","STRING_8","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Cfg_Hyphen,"","STRING_8","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Wrk_Digit,"Small string for building a single digit only","STRING_8","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Wrk_YearString,"Year as STRING for display","STRING_20","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Cfg_Period,"","STRING_8","","(Usage := Local, ExternalAccess := Read/Write)"
TAG,T_TtoS:AOI,Wrk_Hour,"Hour 1 to 12 for 12-hour time","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,T_Valid:AOI,Ref_DT,"Date and Time to check for validity","DateTime","","(Usage := InOut, Constant := false, Required := true, Visible := true)"
TAG,T_Valid:AOI,Out,"1 = Date/Time is valid (exists)","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := true)"
TAG,T_Valid:AOI,Sts_YrInvalid,"1 = Date is invalid because year is out of the range this instruction can check","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,T_Valid:AOI,Sts_MoInvalid,"1 = Month is Invalid (1 to 12)","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,T_Valid:AOI,Sts_DaInvalid,"1 = Day is Invalid (not within days for that month/year)","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,T_Valid:AOI,Sts_HrInvalid,"1 = Hour is Invalid (0 to 23)","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,T_Valid:AOI,Sts_MinInvalid,"1 = Minute is invalid (0 to 59)","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,T_Valid:AOI,Sts_SecInvalid,"1 = Second is invalid (0 to 59)","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,T_Valid:AOI,Sts_uSecInvalid,"1 = Microsecond is Invalid (0 to 999,999)","BOOL","","(RADIX := Decimal, Usage := Output, ExternalAccess := Read Only, Required := false, Visible := false)"
TAG,T_Valid:AOI,Wrk_F,"Used in calculating Gregorian Day Number (function of month)","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,T_Valid:AOI,Wrk_G,"Used in calculating Gregorian Day Number (function of Year and F)","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,T_Valid:AOI,Wrk_GD,"Gregorian Day Number (calculated for given Y/M/D)","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,T_Valid:AOI,Wrk_yyy,"Intermediate for year calculation","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,T_Valid:AOI,Wrk_ddd,"Intermediate for day calculation","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,T_Valid:AOI,Wrk_mmm,"Intermediate for month calculation","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,T_Valid:AOI,Wrk_y,"Calculated YEAR from Gregorian Day Number","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,T_Valid:AOI,Wrk_m,"Calculated MONTH from Gregorian Day Number","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TAG,T_Valid:AOI,Wrk_d,"Calculated DAY from Gregorian Day Number","DINT","","(RADIX := Decimal, Usage := Local, ExternalAccess := Read/Write)"
TYPE,SCOPE,ROUTINE,COMMENT,OWNING_ELEMENT,LOCATION
RCOMMENT,"Cookers_Device_Config","TCV_2015A_Cooker1_Steam","Initialize PID and Device Logic on First Scan. When PLC is set to RUN or REM RUN.","OTE(TCV_2015A_LogicBOOL[30])","0"
RCOMMENT,"Cookers_Device_Config","TCV_2015A_Cooker1_Steam","PID Configuration Loading Logic","OTL(TCV_2015A.AS_Enabled)","2"
RCOMMENT,"Cookers_Device_Config","TCV_2015B_Cooker1_TowerSply","Initialize PID and Device Logic on First Scan. When PLC is set to RUN or REM RUN.","OTE(TCV_2015B_LogicBOOL[30])","0"
RCOMMENT,"Cookers_Device_Config","TCV_2015B_Cooker1_TowerSply","PID Configuration Loading Logic","OTL(TCV_2015B.AS_Enabled)","2"
RCOMMENT,"Cookers_Device_Config","TCV_2025A_Cooker2_Steam","Initialize PID and Device Logic on First Scan. When PLC is set to RUN or REM RUN.","OTU(TCV_2025A.MODE_Index[5])","0"
RCOMMENT,"Cookers_Device_Config","TCV_2025A_Cooker2_Steam","PID Configuration Loading Logic","OTL(TCV_2025A.AS_Enabled)","2"
